NewsId|ResponseId|RecordedDate|word_count|D1|D2|D3|D4|D5.3|Duration|IA_Q1|IA_Q2|IA_Q3|IA_Q4|IA_Q5|GQ1|GQ2|GQ3|GQ4|GQ5|QQ1|QQ2|QQ3|QQ4|QQ5|C35Q1|C35Q2|C35Q3|C35Q4|C35Q5|C4Q1|C4Q2|C4Q3|C4Q4|C4Q5|CLQ1|CLQ2|CLQ3|CLQ4|CLQ5|CSQ1|CSQ2|CSQ3|CSQ4|CSQ5|C35FSQ1|C35FSQ2|C35FSQ3|C35FSQ4|C35FSQ5|C4FSQ1|C4FSQ2|C4FSQ3|C4FSQ4|C4FSQ5|C35ZSQ1|C35ZSQ2|C35ZSQ3|C35ZSQ4|C35ZSQ5|C4ZSQ1|C4ZSQ2|C4ZSQ3|C4ZSQ4|C4ZSQ5|IA_Any|Q_block_number|tagged_order|orig_C35Q1|orig_C35Q2|orig_C35Q3|orig_C35Q4|orig_C35Q5
12251|R_2F8SHpaMCsXPviu|2024-02-02 20:57:10|1034|23/06/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:20:55|True|False|False|False|False|{'zaragoza', 'benalmadena', 'marbella', 'mijas', 'estepona', 'torremolinos', 'ronda', 'rincon de la victoria', 'fuengirola', 'malaga', 'antequera', 'velez-malaga'}|12|{'0'}|{'0'}|{'0'}|['estepona', ' benalmadena', ' velez', ' fuengirola', ' marvella', ' ronda', ' antequera']|7|0|0|99|['estepona', ' benalmadena', ' zaragoza', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|11|0|0|0|['estepona', ' benalmadena', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|10|0|0|0|['estepona', ' benalmadena', ' zaragoza', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|11|1|0|2|['estepona', ' benalmadena', ' zaragoza', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|11|0|0|0|['estepona', ' benalmadena', ' zaragoza', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|11|0|0|0|['estepona', ' benalmadena', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera', ' zaragoza']|11|0|0|0|['estepona', ' benalmadena', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|10|1|3|0|['estepona', ' benalmadena', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|10|0|0|0|True|1|2|['estepona', ' benalmadena', ' torremolinos', ' mijas', ' velez malaga', ' rincon de la victoria', ' fuengirola', ' marbella', ' ronda', ' antequera']|10|1|1|1
12307|R_237MAicKlpfDwBP|2024-01-29 11:22:25|662|13/08/2004|Mujer|Bachelor in Transformational Leadership and Social Impact|No|Más de 10 años|0 days 00:27:26|False|False|False|False|False|{'torremolinos', 'malaga'}|2|{'0'}|{'0'}|{'0'}|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|1|3|0|['malaga', ' torremolinos']|2|1|3|98|['malaga', ' torremolinos']|2|0|0|98|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|1|3|98|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|0|0|0|False|1|1|['malaga', ' torremolinos']|2|1|3|1
12307|R_2e9Tsrb3J7qkIll|2024-02-05 19:14:55|662|10/10/2002|Mujer|Bachelor of Business Administration|No|Más de 5 años pero menos de 7 años|0 days 00:31:25|False|False|False|False|False|{'torremolinos', 'malaga'}|2|{'0'}|{'0'}|{'0'}|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|0|0|0|['malaga', ' torremolinos']|2|1|3|98|['malaga', ' torremolinos']|2|0|0|0|['malaga', ' torremolinos']|2|0|3|1|['malaga', ' torremolinos']|2|1|3|98|['malaga', ' torremolinos']|2|1|3|1|['malaga', ' torremolinos']|2|0|0|0|False|1|2|['malaga', ' torremolinos']|2|1|3|1
12345|R_3McfdCHT0dbDdau|2024-01-28 13:39:22|438|20/07/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:12:54|False|False|False|False|False|{'malaga'}|1|{'1'}|{'98'}|{'1'}|['malaga']|1|0|0|0|['malaga']|1|1|3|1|['malaga']|1|1|98|1|['malaga']|1|1|98|1|['malaga']|1|1|98|1|['malaga']|1|1|3|1|['malaga']|1|1|98|1|['malaga']|1|1|3|1|['malaga']|1|1|98|1|False|3|1|['malaga']|1|1|3|1
12345|R_32Sz0HaOJ9WgXdL|2024-02-16 16:36:17|438|28/10/2003|Hombre|Bachelor of Business Administration|Si||3 days 00:47:23|False|False|False|False|False|{'malaga'}|1|{'1'}|{'98'}|{'1'}|['malaga']|1|1|98|1|['malaga']|1|1|3|1|['malaga']|1|1|98|1|['malaga']|1|1|98|1|['malaga']|1|1|98|1|['malaga']|1|1|3|1|['malaga']|1|1|98|1|['malaga']|1|1|3|1|['malaga']|1|1|98|1|False|3|2|['malaga']|1|1|3|1
12842|R_2fvKFfolz89FFWo|2024-01-26 12:41:33|401|29/08/2004|Hombre|Bachelor of Business Administration|No|Más de 1 año pero menos de 2 años|0 days 00:16:31|False|False|False|False|False|{'los corrales de buelna'}|1|{'0'}|{'0'}|{'0'}|['ninguno']|0|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|98|99|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna']|1|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|3|1|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|False|1|1|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0
12842|R_3j2aZvkCFmkmBAB|2024-02-15 12:13:03|401|05/03/2005|Prefiero no decir|Bachelor of Business Administration|Si||0 days 00:25:16|False|False|False|False|False|{'los corrales de buelna'}|1|{'0'}|{'0'}|{'0'}|['los corrales de buelna']|1|1|0|2|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna']|1|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|99|0|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0|False|1|2|['los corrales de buelna', ' somahoz', ' barros']|3|0|0|0
12906|R_3CPWKp0hgB2DqZg|2024-02-02 10:23:17|436|06/10/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:11:46|False|False|False|False|False|{'valencia', 'sevilla'}|2|{'1'}|{'3'}|{'2'}|['sevilla', ' valencia']|2|0|0|0|['sevilla', ' valencia']|2|1|3|1|['sevilla', ' valencia']|2|0|0|0|['sevilla', ' valencia']|2|1|3|2|['sevilla', ' valencia']|2|1|3|2|['sevilla', ' valencia']|2|0|0|0|['sevilla', ' valencia']|2|1|5|2|['sevilla', ' valencia']|2|1|3|0|['sevilla', ' valencia']|2|0|0|0|False|2|1|['sevilla', ' valencia']|2|0|3|0
12906|R_8DqGMO7d7jMhw9N|2024-02-22 09:18:04|436|29/09/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:21:51|False|False|False|False|False|{'valencia', 'sevilla'}|2|{'1'}|{'3'}|{'2'}|['sevilla']|1|1|4|2|['sevilla', ' valencia']|2|1|3|1|['sevilla', ' valencia']|2|0|0|0|['sevilla', ' valencia']|2|1|3|2|['sevilla', ' valencia']|2|1|3|2|['sevilla', ' valencia']|2|0|0|0|['sevilla', ' valencia']|2|1|5|2|['sevilla', ' valencia']|2|1|3|0|['sevilla', ' valencia']|2|0|0|0|False|2|2|['sevilla', ' valencia']|2|0|3|0
12985|R_6akrpSi0fUnztjh|2024-02-28 18:28:51|428|14/04/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:14:29|False|False|True|True|True|{'sevilla', 'valencina'}|2|{'0'}|{'0'}|{'0'}|['valencia']|1|1|98|2|['valencina', ' sevilla']|2|1|1|1|['valencina', ' sevilla']|2|0|0|0|['valencina']|1|0|0|0|['valencina', ' sevilla']|2|0|0|0|['valencina', ' sevilla']|2|1|1|2|['valencina', ' sevilla']|2|0|0|0|['valencina', ' sevilla']|2|1|1|1|['valencina', ' sevilla']|2|0|0|0|True|1|1|['valencina', ' sevilla']|2|1|1|1
12985|R_2ou0AXQeWd0MEOU|2024-04-19 11:15:57|428|31/01/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:07:48|False|False|True|True|True|{'sevilla', 'valencina'}|2|{'0'}|{'0'}|{'0'}|['valencina']|1|0|0|0|['valencina', ' sevilla']|2|1|1|1|['valencina', ' sevilla']|2|0|0|0|['valencina']|1|0|0|0|['valencina', ' sevilla']|2|0|0|0|['valencina', ' sevilla']|2|1|4|0|['valencina', ' sevilla']|2|0|0|0|['valencina', ' sevilla']|2|1|1|1|['valencina', ' sevilla']|2|0|0|0|True|1|2|['valencina', ' sevilla']|2|1|1|1
13010|R_83elB6SvtrzLMx6|2024-01-26 12:19:28|498|21/08/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:07:00|False|False|False|False|False|{'sevilla'}|1|{'1'}|{'2', '98'}|{'98', '1'}|['sevilla']|1|1|98|1|['sevilla']|1|1|2|1|['sevilla']|1|1|98|1|['sevilla']|1|1|98|1|['sevilla']|1|1|98|1|['99']|99|1|3|1|['sevilla']|1|1|98|1|['sevilla']|1|1|2|1|['sevilla']|1|1|98|1|False|3|1|['sevilla']|1|1|2|0
13010|R_7hs6IxGqINDCZQ7|2024-02-21 13:24:19|498|17/10/2005|Mujer|Double degree in Business Administration and AI for Business|Si||0 days 00:14:05|False|False|False|False|False|{'sevilla'}|1|{'1'}|{'2', '98'}|{'98', '1'}|['sevilla ']|1|1|5|3|['sevilla']|1|1|2|1|['sevilla']|1|1|98|1|['sevilla']|1|1|98|1|['sevilla']|1|1|98|1|['sevilla']|1|1|3|0|['sevilla']|1|1|98|1|['sevilla']|1|1|2|1|['sevilla']|1|1|98|1|False|3|2|['sevilla']|1|1|2|0
13019|R_7nT0IVP4QLeS779|2024-02-02 10:58:44|578|03/12/2005|Hombre|Bachelor of Business Administration|Si||0 days 00:04:55|False|False|False|False|False|{'sevilla'}|1|{'1'}|{'98'}|{'2'}|[' sevilla']|1|1|3|5|['sevilla']|1|1|3|1|['sevilla']|1|1|98|2|['sevilla']|1|1|0|2|['sevilla']|1|1|98|2|['sevilla']|1|1|2|1|['sevilla']|1|1|98|2|['sevilla']|1|1|3|1|['sevilla']|1|1|98|2|False|3|1|['sevilla']|1|1|3|1
13019|R_4n1TgZonac6AI4O|2024-02-15 11:13:54|578|28/05/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:07:55|False|False|False|False|False|{'sevilla'}|1|{'1'}|{'98'}|{'2'}|['sevilla']|1|0|0|0|['sevilla']|1|1|3|1|['sevilla']|1|1|98|2|['sevilla']|1|1|0|2|['sevilla']|1|1|98|2|['sevilla', ' ayuntamiento de sevilla']|2|1|3|1|['sevilla']|1|1|98|2|['sevilla']|1|1|3|1|['sevilla']|1|1|98|2|False|3|2|['sevilla']|1|1|3|1
13072|R_5RxbL64w8WgtCYT|2024-01-27 17:39:44|694|24/09/2004|Mujer|Bachelor of Business Administration|No|Más de 5 años pero menos de 7 años|0 days 00:20:00|True|True|False|False|False|{'sevilla', 'lebrija'}|2|{'0'}|{'3'}|{'3'}|['sevilla ', ' lebrija']|2|1|99|3|['sevilla', ' lebrija']|2|1|5|3|['lebrija']|1|1|5|3|['lebrija']|1|0|5|3|['lebrija']|1|0|0|3|['lebrija']|1|1|5|5|['lebrija']|1|0|0|0|['sevilla', ' lebrija']|2|1|5|3|['lebrija']|1|1|5|3|True|2|1|['sevilla', ' lebrija']|2|1|5|3
13072|R_3j2aZvkCFmkmBAB|2024-02-15 12:13:03|694|05/03/2005|Prefiero no decir|Bachelor of Business Administration|Si||0 days 00:25:16|True|True|False|False|False|{'sevilla', 'lebrija'}|2|{'0'}|{'3'}|{'3'}|['villalobos', ' lebrija']|2|99|4|6|['sevilla', ' lebrija']|2|1|5|3|['lebrija']|1|1|5|3|['lebrija']|1|0|5|3|['lebrija']|1|0|0|3|['lebrija', ' sevilla']|2|1|5|3|['lebrija']|1|1|5|3|['sevilla', ' lebrija']|2|1|5|3|['lebrija']|1|1|5|3|True|2|2|['sevilla', ' lebrija']|2|1|5|3
13125|R_28V7ZR3xywrAHPt|2024-01-26 12:47:27|553|10/04/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:12:52|False|False|False|False|False|{'madrid'}|1|{'1'}|{'98'}|{'5'}|['ninguno']|0|0|0|3|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|0|0|0|['ninguno']|0|1|4|1|['ninguno']|0|0|0|0|['ninguno']|0|0|0|0|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|1|4|5|['ninguno']|0|1|2|1|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|0|0|0|['ninguno']|0|1|4|1|False|2|1|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|0|0|0
13125|R_5niKgj3OMqIdDh2|2024-02-28 22:48:01|553|01/06/2003|Mujer|Bachelor of Business Administration|No|Menos de 1 año|0 days 00:25:06|False|False|False|False|False|{'madrid'}|1|{'1'}|{'98'}|{'5'}|['murcia', ' ninguno', ' ninguno', ' ninguno', ' ninguno']|1|0|0|0|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|0|0|0|['ninguno']|0|1|4|1|['ninguno']|0|0|0|0|['ninguno']|0|0|0|0|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' rajoy', ' pedro chico', ' juan bernal']|6|1|5|1|['ninguno']|0|1|2|1|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|0|98|0|['ninguno']|0|1|4|1|False|2|2|['valcarcel', ' miguel angel camara', ' pedro antonio sanchez', ' pedro chico', ' juan bernal']|5|0|0|0
13169|R_4vqqOIAhZpzo8yl|2024-02-07 20:25:28|254|11/10/2004|Mujer|Bachelor of Business Administration|Si||6 days 23:58:54|False|False|False|False|False|{'ninguno'}|0|{'1'}|{'1'}|{'1'}|['campollano ']|1|1|5|1|['ninguno']|99|1|5|1|['ninguno']|0|1|1|1|['ninguno']|0|1|1|1|['ninguno']|0|1|1|1|['alicante', ' campollano']|2|1|5|4|['campollano']|1|1|1|1|['ninguno']|99|1|5|5|['ninguno']|0|1|5|1|False|1|1|['99']|0|1|5|1
13169|R_4n1TgZonac6AI4O|2024-02-15 11:13:54|254|28/05/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:07:55|False|False|False|False|False|{'ninguno'}|0|{'1'}|{'1'}|{'1'}|['ninguno']|0|1|5|1|['ninguno']|0|1|5|1|['ninguno']|0|1|1|1|['ninguno']|0|1|1|1|['ninguno']|0|1|1|1|['ninguno']|99|1|5|1|['ninguno']|0|1|5|1|['ninguno']|99|1|5|5|['ninguno']|0|1|5|1|False|1|2|['99']|0|1|5|1
13182|R_2lbeqzt6tVh1PQv|2024-01-30 20:22:20|349|17/06/2205|Mujer|Bachelor of Business Administration|Si||0 days 00:18:12|False|False|False|False|False|{'albacete'}|1|{'1'}|{'1'}|{'5', '1'}|['albacete']|1|1|1|2|['albacete']|1|1|1|2|['albacete']|1|1|1|1|['albacete']|1|1|1|1|['albacete']|1|1|1|1|['albacete']|1|1|1|2|['albacete']|1|1|1|1|['albacete']|1|1|1|2|['albacete']|1|1|1|1|False|1|1|['albacete']|1|1|1|2
13182|R_6QWjXiE3W3RyG1L|2024-02-13 11:19:18|349|13/05/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:21:09|False|False|False|False|False|{'albacete'}|1|{'1'}|{'1'}|{'5', '1'}|['albacete']|1|1|1|5|['albacete']|1|1|1|2|['albacete']|1|1|1|1|['albacete']|1|1|1|1|['albacete']|1|1|1|1|['ninguno']|99|1|1|0|['albacete']|1|1|1|1|['albacete']|1|1|1|2|['albacete']|1|1|1|1|False|1|2|['albacete']|1|1|1|2
13274|R_2RyhHQ9Bs0bSLte|2024-01-29 18:55:52|292|09/02/2005|Mujer|Double degree in Business Administration and AI for Business|Si||0 days 00:19:18|False|False|False|False|False|{'albacete'}|1|{'0'}|{'0'}|{'0'}|['ninguno']|0|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|99|99|['albacete']|1|0|0|0|False|3|1|['albacete']|1|0|0|0
13274|R_32Sz3vEAm2s77lN|2024-03-05 13:21:28|292|26/06/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:13:28|False|False|False|False|False|{'albacete'}|1|{'0'}|{'0'}|{'0'}|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|['albacete']|1|0|0|0|False|3|2|['albacete']|1|0|0|0
13425|R_28V7ZR3xywrAHPt|2024-01-26 12:47:27|372|10/04/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:12:52|False|False|False|False|False|{'ninguno'}|0|{'0'}|{'0'}|{'0'}|['ninguno']|0|0|0|3|['ninguno']|99|0|0|0|['ninguno']|0|0|0|0|['ninguno']|0|0|0|98|['ninguno']|0|0|0|0|['ninguno']|99|0|0|0|['ninguno']|0|0|0|0|['ninguno']|99|0|0|0|['ninguno']|0|0|0|0|False|1|1|['ninguno']|0|0|0|0
13425|R_3roxjUccUHmuOCQ|2024-02-19 18:01:31|372|17/11/2003|Hombre|Bachelor of Business Administration|Si||0 days 00:21:14|False|False|False|False|False|{'ninguno'}|0|{'0'}|{'0'}|{'0'}|['ninguno']|0|1|4|1|['ninguno']|99|0|0|0|['ninguno']|0|0|0|0|['ninguno']|0|0|0|98|['ninguno']|0|0|0|0|['ninguno']|99|0|0|0|['ninguno']|0|0|0|0|['ninguno']|99|0|0|0|['ninguno']|0|0|0|0|False|1|2|['ninguno']|0|0|0|0
13500|R_8maD8KiGdMzKltU|2024-01-26 17:16:25|574|01/12/2005|Mujer|Bachelor in Transformational Leadership and Social Impact|Si||0 days 00:21:32|False|False|False|False|False|{'alicante'}|1|{'1'}|{'98'}|{'1'}|['alicante']|1|1|99|1|['alicante']|1|1|98|98|['alicante']|1|0|0|0|['alicante']|1|1|0|1|['alicante']|1|1|98|1|['alicante']|1|1|0|1|['alicante']|1|0|0|0|['alicante']|1|1|0|1|['alicante']|1|0|0|0|False|1|1|['alicante']|1|1|0|0
13500|R_4Ezz2KmlEKmHYxe|2024-02-16 11:25:00|574|21/06/2004|Hombre|Bachelor of Business Administration|No|Más de 1 año pero menos de 2 años|0 days 00:34:05|False|False|False|False|False|{'alicante'}|1|{'1'}|{'98'}|{'1'}|['alicante']|1|1|99|1|['alicante']|1|1|98|98|['alicante']|1|0|0|0|['alicante']|1|1|0|1|['alicante']|1|1|98|1|['alicante']|1|1|0|2|['alicante']|1|0|0|0|['alicante']|1|1|98|98|['alicante']|1|0|0|0|False|1|2|['alicante']|1|1|0|0
13678|R_2jVdCPrBeczXoYs|2024-01-26 13:08:05|213|24/06/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:07:11|False|False|False|True|False|{'ninguno'}|0|{'1'}|{'5', '1'}|{'2', '1'}|['1']|1|1|2|5|['alicante']|1|1|5|1|['ninguno']|0|1|1|1|['alicante']|1|1|1|1|['alicante']|1|1|1|1|['alicante']|1|1|5|5|['alicante']|1|1|5|1|['alicante']|1|1|5|5|['ninguno']|0|1|5|5|True|1|1|['alicante']|1|1|5|1
13678|R_8GIeFuQPFdmAK0f|2024-02-15 10:08:12|213|24/08/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:20:56|False|False|False|True|False|{'ninguno'}|0|{'1'}|{'5', '1'}|{'2', '1'}|['alicante', ' alicante']|1|1|5|5|['alicante']|1|1|5|1|['ninguno']|0|1|1|1|['alicante']|1|1|1|1|['alicante']|1|1|1|1|['alicante']|1|1|5|1|['alicante']|1|1|1|1|['alicante']|1|1|5|5|['ninguno']|0|1|5|5|True|1|2|['alicante']|1|1|5|1
14298|R_3zbvqRiaqX7y1jh|2024-01-26 12:32:05|393|31/08/2005|Mujer|Double degree in Business Administration and AI for Business|Si||0 days 00:16:19|True|True|False|False|False|"{'oliva', 'algemesi', 'albaida', 'guadassuar', 'quart de poblet', 'vallada', 'sagunt', 'carcaixent', 'cullera', 'gandia', 'tavernes', 'ontinyent', 'montroi', 'el camp de morvedre', 'alberic', ""l'horta""}"|16|{'0'}|{'0'}|{'0'}|['quart de poblet', ' sagunt', ' guadasuar', ' montroi ', ' carcaixent', ' alberic', ' algemesi ', ' gandia ', ' oliva', ' montinyent', ' albaida']|11|99|98|98|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' el camp de morvedre', ' la ribera', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' la safor', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida', ' rus']"|17|1|4|1|['tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']|14|1|1|1|['tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']|14|1|98|1|['tavernes', ' quart de poblet', ' sagunt', ' port', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']|15|1|4|1|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' la ribera', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' algemesi', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']"|16|1|4|0|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']"|14|1|98|98|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' el camp de morvedre', ' la ribera', ' guadassuar', ' carcaixent', ' alberic', ' montroi', ' cullera', ' la safor', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida', ' rus']"|17|1|4|1|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']"|14|1|1|1|True|3|1|"[""l'horta"", ' tavernes', ' bosch', ' quart de poblet', ' sagunt', ' eu', ' el club de surf', ' tsj', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' la safor', ' gandia', ' oliva', ' ontinyent', ' albaida', ' vallada', "" l'almodi"", ' rus']"|20|1|4|1
14298|R_5AKIVLrQxQPuE4r|2024-04-25 22:49:18|393|30/12/2002|Hombre|Bachelor of Business Administration|No|Más de 5 años pero menos de 7 años|0 days 00:29:54|True|True|False|False|False|"{'oliva', 'algemesi', 'albaida', 'guadassuar', 'quart de poblet', 'vallada', 'sagunt', 'carcaixent', 'cullera', 'gandia', 'tavernes', 'ontinyent', 'montroi', 'el camp de morvedre', 'alberic', ""l'horta""}"|16|{'0'}|{'0'}|{'0'}|['horta', ' el camp de morvedre', ' la ribera', ' el safor']|4|0|0|0|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' el camp de morvedre', ' la ribera', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' la safor', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida', ' rus']"|17|1|4|1|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']"|14|1|98|98|['tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']|14|1|98|1|['tavernes', ' quart de poblet', ' sagunt', ' port', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']|15|1|4|1|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' el camp de morvedre', ' el club de surf', ' la ribera', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' la safor', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida', "" rus l'almodi""]"|18|1|4|98|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']"|14|1|4|1|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' el camp de morvedre', ' la ribera', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' algemesi', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida', ' rus']"|17|1|4|1|"[""l'horta"", ' tavernes', ' quart de poblet', ' sagunt', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' algemesi', ' cullera', ' gandia', ' oliva', ' vallada', ' ontinyent', ' albaida']"|14|1|1|1|True|3|2|"[""l'horta"", ' tavernes', ' bosch', ' quart de poblet', ' sagunt', ' eu', ' el club de surf', ' tsj', ' guadassuar', ' montroi', ' carcaixent', ' alberic', ' cullera', ' la safor', ' gandia', ' oliva', ' ontinyent', ' albaida', ' vallada', "" l'almodi"", ' rus']"|20|1|4|1
14458|R_10MhAVKKZzKoBUb|2024-01-29 09:44:11|201|21/12/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:20:22|False|False|False|False|False|{'vila joiosa'}|1|{'0'}|{'0'}|{'0'}|['vila joiosa']|1|0|0|0|['la vila joiosa']|1|1|2|1|['la vila joiosa']|1|0|0|0|['vila joiosa']|1|0|0|0|['vila joiosa']|1|0|0|0|['vila joiosa']|1|0|3|0|['la vila joiosa']|1|0|0|0|['vila joiosa']|1|0|2|1|['la vila joiosa']|1|0|0|0|False|2|1|['vila joiosa']|1|0|0|0
